title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Oncogene inactivation-induced senescence facilitates tumor relapse,https://www.nature.com/articles/s41467-026-75021-9,,Biological sciences : Nature Communications subject feeds,2026-07-15 00:00:00+00:00,,Thomas Blankenstein,,"Oncogene-directed therapies can induce profound tumor regression in oncogene-addicted cancers, but their long-term benefit is often limited by resistance and relapse. Here we show that oncogene inactivation rapidly induces senescence and a pro-inflammatory senescence-associated secretory phenotype (SASP). In vivo, oncogene inactivation-induced senescence (OIIS) predisposes tumors to relapse, accompanied by polyploidy, chromosomal instability, acquisition of alternative oncogenic pathways including mouse double minute 2 homolog (Mdm2) upregulation, and tumor microenvironmental remodeling toward neovascularization and immunosuppression. Spectral flow cytometry reveals a shift from an immune-activated to an immunosuppressive milieu during relapse. OIIS features are also observed in human BRAFV600E melanoma cells treated with vemurafenib, supporting clinical relevance. Together, our findings establish OIIS as a double-edged process: it initially restrains tumor growth but simultaneously creates conditions that favor recurrence. By defining the genetic, metabolic and microenvironmental hallmarks of OIIS, our study highlights adaptations to oncogene deprivation that limit the durability of targeted therapies.",nature_html
Profiling the gut resistome to unlock antimicrobial resistance biology and inform clinical risk,https://www.nature.com/articles/s41467-026-75659-5,,Biological sciences : Nature Communications subject feeds,2026-07-15 00:00:00+00:00,,RS Heyderman,,"Antimicrobial resistance (AMR) is a global crisis, amplified by slow antibiotic development, inadequate surveillance, and limited understanding of resistance gene dissemination. Traditional detection methodologies fail to capture the complexity and interconnectivity of AMR, highlighting the need for novel approaches. Gut resistome profiling using next-generation sequencing enables untargeted detection of AMR genes within microbial communities, revealing their acquisition, transfer and persistence while providing early warning signals for emerging resistance. This review synthesises advances in resistome science, highlights translational opportunities for infection risk prediction and surveillance, and identifies future directions for integrating gut resistome profiling into precision public health and stewardship frameworks.",nature_html
"Local, but not circulating, complement C3 shapes immune checkpoint blockade efficacy by controlling myeloid cell infiltration",https://www.nature.com/articles/s41467-026-75542-3,,Biological sciences : Nature Communications subject feeds,2026-07-15 00:00:00+00:00,,Atsushi Enomoto,,"The roles of circulating complement C3, produced in hepatocytes, in immune defense have been extensively studied. Interestingly, the C3 gene evolved before the circulatory system, suggesting an essential but yet undefined role of locally produced C3. Here, we investigate the effect of C3 on cancer immunotherapy and find that cancer-associated fibroblast (CAF)-derived C3, not systemic, hepatocyte-derived C3, influences the efficacy of immune checkpoint blockade (ICB). Colorectal and lung tumors developed in CAF-specific C3 knockout mice exhibit resistance to anti-PD-1 therapy, with increased immunosuppressive M2-like macrophage infiltration. Mechanistically, the C3 degradation product iC3b suppresses myeloid cell infiltration via complement receptor 3 signaling. Moreover, therapeutic targeting of this pathway restores sensitivity to PD-1 blockade therapy in immunotherapy-resistant mouse tumors. In human cancers, stromal C3 expression correlates with reduced M2-like macrophage infiltration and improved immunotherapeutic outcomes. Thus, our data demonstrate the role of locally produced C3 in the innate immune response, which may have been conserved across many organisms.",nature_html
Marine fish ranges are expanding and shifting deeper across the European continental shelf,https://www.nature.com/articles/s41467-026-74371-8,,Biological sciences : Nature Communications subject feeds,2026-07-15 00:00:00+00:00,,Camille Albouy,,"Understanding how climate change and exploitation affect marine species distribution is key for biodiversity conservation. While warming is typically expected to drive species poleward and into deeper waters, unexpected patterns such as equatorward shifts and shallowing also occur. Fishing pressure may further contract species’ ranges. Yet, the mechanisms underpinning these 3-dimensional range shifts remain largely unresolved. Using 92,961 bottom trawl samples across the European continental shelf, covering 607 fish species over four decades, we show that deepening is predominant, with 60% of populations experiencing an increase in their average depth. Contrary to expectations, latitudinal shifts are balanced, with 49% of populations shifting poleward and 51% equatorward. Here, we quantify how population relocations are driven by the interplay between environmental factors and species traits as species track their optimal ecological niches. We also highlight that the recent reduction in fishing pressure has likely facilitated spatial expansions and increases in populations abundance.",nature_html
Novel polymyxin resistance gene family mcr-12 from environmental Pigmentiphaga litoralis,https://www.nature.com/articles/s41467-026-75587-4,,Biological sciences : Nature Communications subject feeds,2026-07-15 00:00:00+00:00,,Amy K. Cain,,"The emergence of mobile colistin resistance (mcr) genes threatens the efficacy of polymyxins as last-resort antibiotics for treating multidrug-resistant bacterial infections. Here, we identify a novel environmental mcr gene, mcr-12, discovered in Pigmentiphaga litoralis from Australian sediment, and evaluate its potential role in the intersection between environmental resistance reservoirs and clinically relevant bacteria. Gene mcr-12 was located within a metal-resistance gene cluster on plasmid pPLE30.2, which also carried a predicted novel β-lactamase gene (blaOXA-1383). Removal of pPLE30.2 increased polymyxin susceptibility 32-fold, while reintroduction of mcr-12 restored resistance. Despite its low amino-acid identity to known MCR enzymes, MCR-12 confers polymyxin resistance by phosphoethanolamine transferase modification of lipid A. Expression of mcr-12 in Pseudomonas spp. and Acinetobacter baumannii conferred polymyxin resistance, suggesting that mcr-12 is compatible between environmental strains and clinical pathogens. The discovery of a new mcr gene from an environmental source and from outside Gammaproteobacteria highlights the need for further surveillance efforts within a One Health framework.",nature_html
Microbial single-cell transcriptomics links gut microbiota functional states to metabolic changes in male mice,https://www.nature.com/articles/s41467-026-75546-z,,Biological sciences : Nature Communications subject feeds,2026-07-15 00:00:00+00:00,,Yongcheng Wang,,"Increasing recognition that microorganisms within the same community can differ markedly in activity has motivated approaches that measure microbial function at single-cell resolution. However, microbial single-cell transcriptional profiling in mouse models remains limited. Here we show that the microbial single-cell RNA-seq platform smRandom-seq can be adapted to intestinal contents from male diabetic (db/db) and male control mice to profile microbial single-cell transcriptomes across the cecum, colon, and rectum. Using the species-identification workflow smClassify, together with an analysis strategy that integrates microbial transcriptomes with metabolomic profiles, we obtain functionally annotated single-microbe transcriptomes and characterize region- and phenotype-associated metabolic alterations. We also observe cross-species functional patterns that are associated with diabetes-related metabolic changes. Within-species analysis shows region-dependent transcriptional changes in carbohydrate and nitrogen pathways in Muribaculum gordoncarteri. This framework offers a practical approach for resolving microbial functional heterogeneity in the mouse gut and provides a basis for linking such heterogeneity to host metabolic changes, enabling the investigation of how single-microbe transcriptional states interface with host metabolism under diverse physiological and metabolic perturbations.",nature_html
Pneumatic memristor enabled by elastic multistabilities,https://www.cell.com/matter/fulltext/S2590-2385(26)00283-3?rss=yes,,Matter,2026-07-15 00:00:00+00:00,10.1016/j.matt.2026.102920,Shengqiang Cai,,"Mechanical systems typically rely on electronic components to store and process information. This work introduces a pneumatic memristor that integrates memory and computation within a single mechanical device by exploiting elastic bistability. The resulting history-dependent pressure-flow behavior enables programmable mechanical logic without electronics, providing a new route toward adaptive, non-von Neumann mechanical intelligence.",rss_cell
Interfacial Self‐Healing Polymer Electrolytes With Gradient Covalent–Noncovalent Dynamic Bonds for 4.6 V‐Class Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74116?af=R,,Wiley: Advanced Materials: Table of Contents,2026-07-15 06:10:59+00:00,10.1002/adma.74116,Fei Pei,,"ABSTRACT
                  
                    Solid‐state lithium batteries (SSLBs) have attracted significant attention due to their high energy density and safety. However, the volumetric expansion/contraction of electrodes, along with persistent interfacial side reactions, leads to mechanical stress damage and failure of interfacial ion transport. Herein, we report an interfacial self‐healing polymer electrolyte (SHPE) based on gradient covalent–noncovalent dynamic bonds, enabling multi‐interfacial dynamic self‐healing throughout the lifecycle of SSLBs. Via molecular engineering, high‐strength boronic ester bonds are combined with ultrafast dynamic responsive hydrogen bonds to enable efficient room‐temperature self‐repair of interfacial defects in SSLBs. The rapid dynamic exchange between polymer chains further promoted fast lithium‐ion conduction, achieving an ionic conductivity of 1.6 × 10
                    −3
                    S cm
                    −1
                    (25°C). The Li|SHPE|Li cells demonstrated stable cycling for &gt;3000 h. The incorporation of oxidation‐resistant boron‐ and fluorine‐containing functional groups extended the electrochemical window to 5.2 V. LiFePO
                    4
                    |SHPE|Li and LiCoO
                    2
                    (LCO)|SHPE|Li cells delivered &gt;1000 and 700 cycles, respectively, while being compatible with LCO under high voltage (4.6 V) and loading (14 mg cm
                    −2
                    ). Furthermore, the LCO|SHPE|Li (1.2 Ah) and LCO|SHPE|Si‐C (2.5 Ah) pouch cells exhibited 200 and 400 cycles, respectively, and passed nail penetration safety tests. This study provides an interfacial self‐healing strategy for developing high‐energy‐density and high‐safety SSLBs.",crossref
Optimal Control Drives Ultrafast and Energy‐Efficient Magnetization Switching in Van der Waals Magnets,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202523059?af=R,,Wiley: Advanced Materials: Table of Contents,2026-07-15 06:58:16+00:00,10.1002/adma.202523059,Elton J. G. Santos,,"ABSTRACT
                  The accelerating expansion of data‐centric technologies is sharply increasing the energy burden of information storage, placing unprecedented pressure on the efficiency of magnetic switching. Conventional field‐driven reversal, once the foundation of magnetic memory, has become impractical in modern architectures due to its high energy cost, limited spatial selectivity, and poor scalability, leading to the dominance of current‐driven techniques based on spin‐transfer‐ and spin–orbit‐torque (STT, SOT). Here we show that optimal control theory (OCT) enables precisely shaped magnetic‐field pulses that unlock ultrafast, deterministic, and exceptionally energy‐efficient magnetization switching in van der Waals magnets, making field‐driven reversal competitive with, and in some regimes superior to, established current‐based approaches. Using , , and CrSBr as representative systems, we show that OCT‐induced uniform spin rotations completed within the picosecond range ( ps) with switching energies ( nJ) up to two orders of magnitude lower than conventional field protocols ( nJ). Optimized fields operate at amplitudes more than tenfold smaller than standard methods, and by exploiting material‐specific parameters such as damping and anisotropy, low femtojoule switching energies become attainable, surpassing SOT or STT schemes. Our findings suggest that, rather than being obsolete, OCT‐field implementations could complement or hybridize with current‐ and light‐driven approaches, opening a new design space where magnetic switching is tailored by the interplay of fields, currents, and photons to achieve unprecedented efficiency, speed, and scalability.",crossref
Transcription initiation drives dosage compensation establishment and maintenance in male Drosophila,https://www.science.org/doi/abs/10.1126/sciadv.aec3865?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aec3865,Asifa Akhtar,,"Dosage compensation (DC) in
                    Drosophila
                    equalizes X chromosome–linked gene expression via the male-specific lethal complex, which acetylates histone 4 lysine-16 on the male X chromosome. How DC is established during early embryogenesis remains obscure, largely due to the difficulty of obtaining sufficient sex-specific material at early embryonic stages. Here, we developed a high-throughput embryo sorting strategy and combined newly synthesized RNA-sequencing and RNA polymerase II (Pol II) profiling to investigate the mechanisms underlying the onset of DC in vivo. We found that changes in transcription initiation occur before detectable differences in transcriptional pausing or elongation and represent the primary determinant of enhanced mRNA output during DC establishment. It had hitherto been unclear whether DC establishment and maintenance exerted similar or distinct effects on transcriptional kinetics. Extending genome-wide profiling to S2 cells, we uncovered Pol II initiation as a general principle underlying both inception and perpetuation of DC-driven transcriptional up-regulation.",crossref
Vitronectin metabolically programs profibrotic macrophages in 3D cultures and idiopathic pulmonary fibrosis,https://www.science.org/doi/abs/10.1126/sciadv.aec8501?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aec8501,Katrina J. Binger,,"Macrophages are key drivers of inflammatory and fibrotic diseases, and their activation is shaped by interactions in their tissue microenvironment. However, dissecting the processes that drive immunopathology has proved challenging, as traditional two-dimensional (2D) culture methods fail to capture the complex molecular environment that macrophages inhabit in vivo. To address this, we generated a 3D in vitro model to better mimic the in vivo biophysical microenvironment. We show that the extracellular matrix protein vitronectin promotes a previously unknown profibrotic macrophage phenotype in 3D that is characterized by increased expression of the nicotinamide adenine dinucleotide (NAD
                    +
                    ) ectoenzyme CD38, elevated glycolysis and mitochondrial metabolism, and synthesis of the immunomodulatory metabolite itaconate. This is validated in vivo where patients with idiopathic pulmonary fibrosis have elevated vitronectin and
                    
                      MRC1
                      +
                      CD38
                      +
                    
                    macrophages, while vitronectin-deficient mice were protected from an experimental model of lung injury and fibrosis. Thus, we uncover a previously unidentified link between the composition of tissue niches and macrophage profibrotic function via altered metabolic reprogramming.",crossref
Predictors of extinction risk in large tropical forest mammals: From global to local,https://www.science.org/doi/abs/10.1126/sciadv.aeb7543?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aeb7543,Richard Bischof,,"Studies can only guide conservation if their findings are informative at the scales at which practitioners and policy-makers operate. Yet, it is rarely tested whether large-scale studies reach similar conclusions to the smaller-scale studies on which conservation traditionally relies. We examine whether predictors of extinction risk are consistent across global, regional, and local scales, for 210 tropical forest mammal species (≥1 kg) that existed during the last 130,000 years, in 64 tropical forests, across three biogeographical realms. We found consistent predictors of extinction risk (body mass, generation length, diet, brain volume, and scansoriality) when analyses differed only in their spatial resolution. However, predictors differed when analyses also varied in their temporal extent. Macroecological findings about extinction risk can, thus, inform conservation at smaller scales, but they risk misidentifying threatened species if differences in temporal extent are not recognized.",crossref
Functional segregation in Parkinson’s disease,https://www.science.org/doi/abs/10.1126/sciadv.aed1707?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aed1707,A. Jon Stoessl,,"The basal ganglia are characterized by somatotopic representation and are organized in parallel, functionally segregated corticostriatal circuits, but the impact of Parkinson’s disease (PD) on this architecture is unknown. We mapped task-evoked dopamine release using [
                    11
                    C]raclopride positron emission tomography/magnetic resonance in 13 early PD and 15 healthy control (HC) subjects during the performance of motor, cognitive, and reward tasks. In PD, motor tasks elicited decreased relative dopamine release in dorsal putamen but increased in less affected caudate and ventral striatum compared to HC. HC showed distinct dopaminergic topographies for upper versus lower limb activation; this somatotopy was absent in PD. HC exhibited segregated patterns of dopamine release across all tasks, but both anatomical and functional segregation were lost in PD. Compensatory effects of altered dopamine release topography may help to maintain function in patients with PD, but loss of segregation may contribute to challenges in discrete selection of movement and in multitasking.",crossref
Felsic hydrothermal deposit formation by chalcophile metal concentration through mafic recharge and fluid-mediated sulfide dissolution,https://www.science.org/doi/abs/10.1126/sciadv.aec4514?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aec4514,Genyuan Ji,,"Hydrothermal sulfide deposits (e.g., porphyry and skarn) associated with felsic magmatism are major sources of chalcophile metals, including copper (Cu), molybdenum (Mo), gold (Au), lead (Pb), zinc (Zn), silver (Ag), and tin (Sn). However, the source of sulfur and metals remains debated. We report a study of clinopyroxene-hosted sulfide inclusions in mafic enclaves from the Beidashan granitic pluton (Northeast China), associated with a giant Sn-Pb-Zn-Ag-Cu deposit. Evidence shows the following: (i) immiscibility among Cu- and Zn-rich sulfide liquid, a silicate liquid, and an aqueous fluid during mafic magma emplacement in the upper crust; (ii) metal enrichment in FeS [iron(II) sulfide]–dominated melt inclusions (∼2628 parts per million of Cu, ∼233 parts per million of Zn, ∼275 parts per million of Pb, and ∼2.0 parts per million of Sn), reflecting strong partitioning into sulfide melts; and (iii) oxidative dissolution of sulfides by exsolved fluids, enabling metal transfer to the overlying felsic magma. The study demonstrates that metals in felsic-hosted deposits are sourced from subjacent mafic magmas and that mafic-felsic interaction triggered sulfide liquid/aqueous fluid cosaturation, ensuring efficient fluid-mediated chalcophile metal dissolution and transfer.",crossref
TRiC-assisted folding of class I HDAC family proteins regulated by distinct co-chaperone and cofactor networks,https://www.science.org/doi/abs/10.1126/sciadv.aef3048?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aef3048,Yao Cong,,"Class I histone deacetylases (HDAC1, HDAC2, HDAC3, and HDAC8) are key chromatin regulators, but how they are activated by chaperonin TRiC remains elusive. Using cryo–electron microscopy, cross-linking mass spectrometry, and biochemistry analyses of tagged HDACs overexpressed in HEK293F cells, we identify class I HDACs as TRiC substrates and elucidate the TRiC-assisted folding pathways of HDAC1 and HDAC3 across ATPase cycle, orchestrated by distinct co-chaperone/cofactor networks. In closed TRiC chamber, both clients adopt near-native conformations and engage similar binding interfaces. In the open state, however, their pathways diverge: HDAC3 involves Hsp70 atop TRiC and PDCD5 within the chamber, whereas HDAC1 involves prefoldin atop TRiC, revealing distinct mechanisms of substrate delivery and folding modulation. We also identify an unexpected bent conformation of CCT4 in TRiC-HDAC1 complex that may relate to co-chaperone release. By contrast, HDAC8 folds independently of TRiC. Together, these findings reveal client-specific co-chaperone/cofactor networks governing TRiC-assisted folding of class I HDACs, shedding light on the sophisticated regulatory landscape of TRiC.",crossref
Structure and dynamics of a four-protofilament microtubule from Heimdallarchaeales α/β-tubulin,https://www.science.org/doi/abs/10.1126/sciadv.aeh4305?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aeh4305,Robert C. Robinson,,"Eukaryotic microtubules are typically 13-protofilament tubes assembled from α/β-tubulin heterodimers that combine mechanical rigidity with dynamic instability. Homologous tubulins have been identified in Asgard archaea, the closest prokaryotic relatives to eukaryotes. Here, we characterize a heterodimeric α/β-tubulin system from Heimdallarchaeales. Biochemical reconstitution shows that
                    Heim–
                    α/β-tubulin forms a heterodimer that undergoes guanosine 5′-triphosphate–dependent polymerization with coupled nucleotide hydrolysis. Cryo–electron microscopy reveals that the polymers are composed of four-protofilament tubules, with microtubule-like lattices formed by conserved longitudinal interfaces and ball-and-socket lateral contacts. Single-filament imaging demonstrates intrinsic kinetic polarity and dynamic instability, while liposome encapsulation shows that microtubule growth generates forces sufficient to deform membranes. Despite their reduced protofilament number,
                    Heim
                    –α/β-microtubules share key structural and dynamic features with eukaryotic microtubules but exhibit lower bending stiffness and polymerization force. Thus, microtubule-like polymers can form from a range of protofilament numbers, with reduced architectures potentially adapted to small cellular dimensions and lower mechanical loads. Together, our results indicate expansion in microtubule protofilament number during eukaryogenesis.",crossref
Learning dynamically regulates stimulus discrimination of ventral striatal D1 receptor expressing neurons,https://www.science.org/doi/abs/10.1126/sciadv.aee3529?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aee3529,Sotiris C. Masmanidis,,"Animals encounter a barrage of sensory stimuli, but only a subset of these are associated with appetitive outcomes. Thus, mechanisms for learning to distinguish reward-paired from unpaired cues are essential for reward-seeking behavior. The ventral striatum plays a critical role in reinforcement learning and stimulus discrimination, but the effect of learning on the selectivity of different cell types remains unclear. We examined ventral striatal D1 and D2 medium spiny neuron (MSN) firing properties as mice learned to distinguish between reward-paired and unpaired cues. As learning progressed within a single session, D1 MSN selectivity increased linearly with behavioral selectivity, while D2 MSNs exhibited modest, behaviorally uncorrelated changes in activity. Altered D1 MSN selectivity was primarily attributed to attenuated excitatory responses to the unrewarded cue, and increasing D1 MSN activity during the unrewarded cue impaired behavioral selectivity. Together, these findings reveal significantly more dynamic contributions of D1 MSNs to stimulus discrimination learning.",crossref
On-demand growth of semiconductor heterostructures guided by physics-informed machine learning,https://www.science.org/doi/abs/10.1126/sciadv.aeb8867?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aeb8867,Chao Zhao,,"Developing tailored heterostructures on demand is essential to meet the growing needs of semiconductor devices. However, traditional methods remain constrained by simulation-based design and iterative trial-and-error optimization. Here, we introduce SemiEpi, a self-driving platform designed for molecular beam epitaxy (MBE) that enables multi-step semiconductor heterostructure growth through in situ Reflection High Energy Electron Diffraction monitoring and on-the-fly feedback control. By integrating MBE reactors, physics-informed machine learning (ML) models, and parameter initialization, SemiEpi designs heterostructures, identifies optimal initial conditions, and proposes experiments for material growth. As a demonstration, we optimized high-density InAs quantum dot growth with a target emission wavelength of 1240 nm, achieving a density of 5 × 10
                    10
                    cm
                    −2
                    , a 1.6-fold increase in photoluminescence intensity and a reduced full width at half maximum of 29.13 meV through feedback control of growth temperatures. We further demonstrate SemiEpi’s versatility across different MBE reactors, highlighting its potential to address challenges in multi-step heterostructure growth, enable hardware-independent frameworks, and enhance process repeatability and stability.",crossref
"Maize-based polyculture, not monoculture, sustained precolonial societies in the Brazilian Cerrado",https://www.science.org/doi/abs/10.1126/sciadv.aef7066?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aef7066,André Strauss,,"Maize has long been argued to have played a key role in the transition to food production in the Americas. Recent work has even suggested that this included “monoculture” in parts of South America. Here, we report stable isotope data (δ
                    13
                    C, δ
                    15
                    N, and δ
                    18
                    O) of 101 human individuals from 37 late Holocene archaeological sites across the Cerrado (Brazilian savanna), Caatinga (dry forest), and Atlantic Forest biomes of central-eastern South America, in addition to present faunal baseline and radiocarbon dates. The results show cultural and economic diversity among archaeological traditions. Integrating archaeological, palaeoecological, and chronological data, we argue for the coexistence of a diversified and a more complex food production systems in the Cerrado biome, comparable to those of precolonial urban-scale populations practicing maize agriculture in the Amazon. These findings demonstrated that eastern South America populations practiced maize-based polyculture, reshaping current models of cultural and environmental dynamics in the Cerrado biome.",crossref
Anthropogenic perturbations to atmospheric methane reflected in Greenland firn air clumped isotope measurements,https://www.science.org/doi/abs/10.1126/sciadv.aeb2203?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aeb2203,Thomas Röckmann,,"The ongoing debate over the origin of rising atmospheric methane levels highlights gaps in our understanding of its global budget. To our knowledge, we present the first reconstructed clumped isotopic composition of atmospheric methane dating back to the early 1990s, based on large-volume firn air samples from the Greenland ice cap. Our measurements indicate that atmospheric ∆
                    12
                    CH
                    2
                    D
                    2
                    around 1993 was 10 ± 2 per mil lower than in the mid-2020s, likely marking the lowest level over the last millennium. We attribute this shift to the unprecedented anthropogenic perturbation of global methane emissions during the industrial period. The temporal lag in the atmospheric isotopic signature reflects the disequilibrium effect caused by the longer atmospheric lifetime of
                    12
                    CH
                    2
                    D
                    2
                    relative to methane (CH
                    4
                    ). Moreover, our results suggest that the kinetic isotope effect in the removal of
                    12
                    CH
                    2
                    D
                    2
                    by the hydroxyl radical needs to be much smaller than previously estimated. Future changes in atmospheric ∆
                    12
                    CH
                    2
                    D
                    2
                    will continue to reflect evolving CH
                    4
                    emission and removal pathways.",crossref
NicheProt: Cell-type-resolved proteomics of tissue compartments,https://www.science.org/doi/abs/10.1126/sciadv.aee6237?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aee6237,Steve Seung-Young Lee,,"Spatial proteomics uncovers the molecular basis of cellular function in intact tissues. Laser capture microdissection coupled with mass spectrometry enables comprehensive proteomic profiling of selected tissue regions but typically does not support cell-type-specific proteomic analysis. We present NicheProt, a 3D optical microscopy-guided and photobleaching-mediated cell barcoding approach for isolating intact, specific cell types from defined microanatomical tissue compartments or niches. Using sequential bottom-up proteomic analysis, we defined two distinct phenotypes of CD11c
                    +
                    dendritic cells based on their spatial locations in the inflamed mouse spleen. These two compartment-specific dendritic cell populations were characterized by proteomic signatures differing in the levels of 54 proteins. This 3D tissue microscopy-guided method offers cell-type and microregion-resolved proteomic analysis, facilitating the proteomic discovery of previously unrecognized cell subtypes and their functional roles in distinct tissue compartments.",crossref
Dual role of the receptor kinase FERONIA in regulating tissue mechanics and growth,https://www.science.org/doi/abs/10.1126/sciadv.aeb8608?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aeb8608,Arezki Boudaoud,,"During morphogenesis, growing organisms adapt to internal and external mechanical stress. In plants, the receptor kinase FERONIA is involved in a broad range of responses to perturbations of the cell wall, but it is unclear which cues are sensed and how this sensing controls growth. Here, we addressed these questions in
                    Marchantia
                    vegetative propagules. We combined culture in microfluidic chips to quantify growth and mechanical properties of propagules, perturbations with osmotic treatments, characterization of cell wall polysaccharides, and a mathematical model of cell wall expansion that incorporates sensing. We found that FERONIA independently regulates tissue properties that govern elastic deformation and growth rates. We propose that the regulation of growth by the FERONIA pathway relies on both a positive feedback from elastic deformation of the wall and a negative feedback from wall expansion. Together, we expect our quantitative framework to be broadly relevant to the investigation of how mechanical cues guide development.",crossref
Repeat offenders: Satellite DNA sequence variation drives heterochromatin instability,https://www.science.org/doi/abs/10.1126/sciadv.aej5861?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aej5861,Madhav Jagannathan,,Fertilization experiments using different mouse species reveal that variation in rapidly evolving repetitive sequences affects how chromosomes are packaged and distributed during cell division.,crossref
Heterochronic limb patterning in marsupials reveals flexibility in the processes underlying lateral plate mesoderm morphogenesis,https://www.science.org/doi/abs/10.1126/sciadv.aed3192?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aed3192,Andrew J. Pask,,"Marsupial embryos develop under intense functional constraints: neonates are born after a short gestation but must immediately crawl to the teat using precociously developed forelimbs. To meet this demand, marsupials have evolved extreme acceleration of limb morphogenesis, yet the cellular and molecular mechanisms underlying this shift remain unresolved. Using two distantly related marsupials, the fat-tailed dunnart (
                    Sminthopsis crassicaudata
                    ) and the gray short-tailed opossum (
                    Monodelphis domestica
                    ), we show that this acceleration extends upstream to the earliest stages of lateral plate mesoderm (LPM) formation. The forelimb field is specified in relative isolation from other axial structures, marked by accelerated activation of limb genes prior to neural tube and somite formation. Forelimb outgrowth begins before overt LPM subdivision and epithelial–mesenchymal transitions, with limb mesenchyme arising from an undifferentiated LPM. These findings reveal unexpected flexibility in the temporal relationships between axial morphogenesis and limb initiation, highlighting evolutionary plasticity in the processes that govern vertebrate limb patterning.",crossref
Spaceflight multi-omics reveals vulnerabilities of human germ cell development,https://www.science.org/doi/abs/10.1126/sciadv.aee0143?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aee0143,Kehkooi Kee,,"Understanding the impact of spaceflight on human reproduction is critical for interplanetary exploration, yet technical barriers have limited direct studies of germ cell biology in orbit. Here, we utilized an automated bioreactor that supported long-term differentiation of human embryonic stem cells into human induced primordial germ cells (hiPGCs), human induced ovarian follicles (hiOFs), and human induced spermatogonial stem cells (hiSSCs) aboard spacecraft. Integrated real-time imaging, programmable medium perfusion, and in situ preservation enabled time-resolved multi-omics analysis. During missions on China’s Tianzhou-1 and Tianzhou-6 spacecraft, spaceflight reduced hiPGC specification efficiency by approximately 50% and suppressed hiSSC proliferation by 26%. Transcriptome-translatome coordination revealed cell-type-specific dysregulation of extracellular matrix organization, microtubule dynamics, and lipid metabolism. Whole-exome sequencing and DNA methylome analysis demonstrated preserved genomic integrity despite these functional perturbations. These findings provide direct evidence that spaceflight perturbs human germ cell development and establish a scalable framework for monitoring cellular adaptation during deep-space missions.",crossref
Rethinking future flood hazard: Hourly data challenge daily flood projections in Alpine catchments,https://www.science.org/doi/abs/10.1126/sciadv.aed6012?af=R,,AAAS: Science Advances: Table of Contents,2026-07-15 07:00:00+00:00,10.1126/sciadv.aed6012,Manuela I. Brunner,,"This study challenges a common misconception in current flood hazard research that floods will decrease under a warming climate in many rivers due to changes in land-surface processes, particularly decreases in snowmelt. This view persists because most studies on flood changes rely on daily resolution data, which masks flood changes due to subdaily rainfall intensification. We show that daily streamflow projections systematically underestimate flood changes compared with hourly projections in Alpine catchments. Our results highlight that the sign of change can even switch from negative to positive in strongly snow-influenced catchments when taking an hourly perspective because intensified subdaily precipitation can outweigh snowmelt decline. These results highlight that using daily instead of hourly projections may lead to wrong conclusions on both the magnitude and direction of flood changes. An hourly resolution perspective is, therefore, crucial to reliably guide adaptation strategies to extreme Alpine floods in a warming world.",crossref
